setting,es,group,centile,rank,final.rank,effective.group
outpatient,0.08,anxiety,1.33,1.33rd,≤1.33 percentile rank,lower (≤25th percentile)
outpatient,0.09,anxiety,1.33,1.33rd,≤1.33 percentile rank,lower (≤25th percentile)
outpatient,0.1,anxiety,1.33,1.33rd,≤1.33 percentile rank,lower (≤25th percentile)
outpatient,0.11,anxiety,1.33,1.33rd,≤1.33 percentile rank,lower (≤25th percentile)
outpatient,0.12,anxiety,1.33,1.33rd,≤1.33 percentile rank,lower (≤25th percentile)
outpatient,0.13,anxiety,1.33,1.33rd,≤1.33 percentile rank,lower (≤25th percentile)
outpatient,0.14,anxiety,1.33,1.33rd,≤1.33 percentile rank,lower (≤25th percentile)
outpatient,0.15,anxiety,1.33,1.33rd,≤1.33 percentile rank,lower (≤25th percentile)
outpatient,0.16,anxiety,1.33,1.33rd,≤1.33 percentile rank,lower (≤25th percentile)
outpatient,0.17,anxiety,1.33,1.33rd,≤1.33 percentile rank,lower (≤25th percentile)
outpatient,0.18,anxiety,1.33,1.33rd,≤1.33 percentile rank,lower (≤25th percentile)
outpatient,0.19,anxiety,1.33,1.33rd,≤1.33 percentile rank,lower (≤25th percentile)
outpatient,0.2,anxiety,1.33,1.33rd,≤1.33 percentile rank,lower (≤25th percentile)
outpatient,0.21,anxiety,1.33,1.33rd,≤1.33 percentile rank,lower (≤25th percentile)
outpatient,0.22,anxiety,1.33,1.33rd,≤1.33 percentile rank,lower (≤25th percentile)
outpatient,0.22,anxiety,1.33,1.33rd,≤1.33 percentile rank,lower (≤25th percentile)
outpatient,0.22,anxiety,4,4.00th,4.00th percentile rank,lower (≤25th percentile)
outpatient,0.23,anxiety,4,4.00th,4.00th percentile rank,lower (≤25th percentile)
outpatient,0.24,anxiety,4,4.00th,4.00th percentile rank,lower (≤25th percentile)
outpatient,0.24,anxiety,5.33,5.33rd,5.33rd percentile rank,lower (≤25th percentile)
outpatient,0.25,anxiety,5.33,5.33rd,5.33rd percentile rank,lower (≤25th percentile)
outpatient,0.26,anxiety,6.67,6.67th,6.67th percentile rank,lower (≤25th percentile)
outpatient,0.26,anxiety,8,8.00th,8.00th percentile rank,lower (≤25th percentile)
outpatient,0.27,anxiety,8,8.00th,8.00th percentile rank,lower (≤25th percentile)
outpatient,0.28,anxiety,8,8.00th,8.00th percentile rank,lower (≤25th percentile)
outpatient,0.29,anxiety,8,8.00th,8.00th percentile rank,lower (≤25th percentile)
outpatient,0.29,anxiety,9.33,9.33rd,9.33rd percentile rank,lower (≤25th percentile)
outpatient,0.3,anxiety,9.33,9.33rd,9.33rd percentile rank,lower (≤25th percentile)
outpatient,0.3,anxiety,10.67,10.67th,10.67th percentile rank,lower (≤25th percentile)
outpatient,0.31,anxiety,10.67,10.67th,10.67th percentile rank,lower (≤25th percentile)
outpatient,0.32,anxiety,10.67,10.67th,10.67th percentile rank,lower (≤25th percentile)
outpatient,0.33,anxiety,10.67,10.67th,10.67th percentile rank,lower (≤25th percentile)
outpatient,0.34,anxiety,10.67,10.67th,10.67th percentile rank,lower (≤25th percentile)
outpatient,0.35,anxiety,10.67,10.67th,10.67th percentile rank,lower (≤25th percentile)
outpatient,0.36,anxiety,10.67,10.67th,10.67th percentile rank,lower (≤25th percentile)
outpatient,0.37,anxiety,10.67,10.67th,10.67th percentile rank,lower (≤25th percentile)
outpatient,0.37,anxiety,10.67,10.67th,10.67th percentile rank,lower (≤25th percentile)
outpatient,0.37,anxiety,13.33,13.33rd,13.33rd percentile rank,lower (≤25th percentile)
outpatient,0.38,anxiety,13.33,13.33rd,13.33rd percentile rank,lower (≤25th percentile)
outpatient,0.38,anxiety,13.33,13.33rd,13.33rd percentile rank,lower (≤25th percentile)
outpatient,0.39,anxiety,14.67,14.67th,14.67th percentile rank,lower (≤25th percentile)
outpatient,0.4,anxiety,14.67,14.67th,14.67th percentile rank,lower (≤25th percentile)
outpatient,0.4,anxiety,14.67,14.67th,14.67th percentile rank,lower (≤25th percentile)
outpatient,0.41,anxiety,16,16.00th,16.00th percentile rank,lower (≤25th percentile)
outpatient,0.41,anxiety,17.33,17.33rd,17.33rd percentile rank,lower (≤25th percentile)
outpatient,0.42,anxiety,17.33,17.33rd,17.33rd percentile rank,lower (≤25th percentile)
outpatient,0.43,anxiety,17.33,17.33rd,17.33rd percentile rank,lower (≤25th percentile)
outpatient,0.43,anxiety,18.67,18.67th,18.67th percentile rank,lower (≤25th percentile)
outpatient,0.44,anxiety,18.67,18.67th,18.67th percentile rank,lower (≤25th percentile)
outpatient,0.44,anxiety,18.67,18.67th,18.67th percentile rank,lower (≤25th percentile)
outpatient,0.45,anxiety,20,20.00th,20.00th percentile rank,lower (≤25th percentile)
outpatient,0.46,anxiety,20,20.00th,20.00th percentile rank,lower (≤25th percentile)
outpatient,0.46,anxiety,20,20.00th,20.00th percentile rank,lower (≤25th percentile)
outpatient,0.47,anxiety,21.33,21.33rd,21.33rd percentile rank,lower (≤25th percentile)
outpatient,0.47,anxiety,21.33,21.33rd,21.33rd percentile rank,lower (≤25th percentile)
outpatient,0.47,anxiety,24,24.00th,24.00th percentile rank,lower (≤25th percentile)
outpatient,0.48,anxiety,24,24.00th,24.00th percentile rank,lower (≤25th percentile)
outpatient,0.49,anxiety,24,24.00th,24.00th percentile rank,lower (≤25th percentile)
outpatient,0.5,anxiety,24,24.00th,24.00th percentile rank,lower (≤25th percentile)
outpatient,0.51,anxiety,25.33,25.33rd,25.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.52,anxiety,25.33,25.33rd,25.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.53,anxiety,25.33,25.33rd,25.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.54,anxiety,25.33,25.33rd,25.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.55,anxiety,26.67,26.67th,26.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.55,anxiety,28,28.00th,28.00th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.56,anxiety,28,28.00th,28.00th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.57,anxiety,28,28.00th,28.00th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.57,anxiety,29.33,29.33rd,29.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.58,anxiety,29.33,29.33rd,29.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.58,anxiety,30.67,30.67th,30.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.59,anxiety,30.67,30.67th,30.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.59,anxiety,30.67,30.67th,30.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.59,anxiety,30.67,30.67th,30.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.6,anxiety,33.33,33.33rd,33.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.61,anxiety,33.33,33.33rd,33.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.62,anxiety,33.33,33.33rd,33.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.62,anxiety,34.67,34.67th,34.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.63,anxiety,34.67,34.67th,34.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.64,anxiety,34.67,34.67th,34.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.65,anxiety,34.67,34.67th,34.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.65,anxiety,34.67,34.67th,34.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.66,anxiety,36,36.00th,36.00th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.67,anxiety,36,36.00th,36.00th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.67,anxiety,36,36.00th,36.00th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.68,anxiety,38.67,38.67th,38.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.68,anxiety,38.67,38.67th,38.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.68,anxiety,38.67,38.67th,38.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.68,anxiety,41.33,41.33rd,41.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.69,anxiety,41.33,41.33rd,41.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.7,anxiety,41.33,41.33rd,41.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.71,anxiety,41.33,41.33rd,41.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.72,anxiety,41.33,41.33rd,41.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.73,anxiety,41.33,41.33rd,41.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.74,anxiety,42.67,42.67th,42.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.75,anxiety,42.67,42.67th,42.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.76,anxiety,44,44.00th,44.00th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.76,anxiety,45.33,45.33rd,45.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.77,anxiety,45.33,45.33rd,45.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.78,anxiety,46.67,46.67th,46.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.79,anxiety,46.67,46.67th,46.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.8,anxiety,48,48.00th,48.00th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.8,anxiety,49.33,49.33rd,49.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.81,anxiety,49.33,49.33rd,49.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.82,anxiety,49.33,49.33rd,49.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.82,anxiety,50.67,50.67th,50.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.83,anxiety,50.67,50.67th,50.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.84,anxiety,50.67,50.67th,50.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.85,anxiety,50.67,50.67th,50.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.86,anxiety,50.67,50.67th,50.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.86,anxiety,50.67,50.67th,50.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.87,anxiety,53.33,53.33rd,53.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.87,anxiety,53.33,53.33rd,53.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.87,anxiety,53.33,53.33rd,53.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.87,anxiety,56,56.00th,56.00th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.88,anxiety,56,56.00th,56.00th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.88,anxiety,56,56.00th,56.00th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.89,anxiety,57.33,57.33rd,57.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.89,anxiety,58.67,58.67th,58.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.9,anxiety,58.67,58.67th,58.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.91,anxiety,58.67,58.67th,58.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.92,anxiety,58.67,58.67th,58.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.93,anxiety,58.67,58.67th,58.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.93,anxiety,60,60.00th,60.00th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.94,anxiety,60,60.00th,60.00th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.95,anxiety,60,60.00th,60.00th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.96,anxiety,60,60.00th,60.00th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.97,anxiety,62.67,62.67th,62.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.98,anxiety,62.67,62.67th,62.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.98,anxiety,62.67,62.67th,62.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.98,anxiety,62.67,62.67th,62.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,0.99,anxiety,65.33,65.33rd,65.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,0.99,anxiety,66.67,66.67th,66.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,1,anxiety,66.67,66.67th,66.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,1.01,anxiety,66.67,66.67th,66.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,1.02,anxiety,66.67,66.67th,66.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,1.02,anxiety,66.67,66.67th,66.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,1.02,anxiety,69.33,69.33rd,69.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,1.03,anxiety,69.33,69.33rd,69.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,1.04,anxiety,69.33,69.33rd,69.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,1.04,anxiety,69.33,69.33rd,69.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,1.05,anxiety,72,72.00th,72.00th percentile rank,middle (between 25th and 75th percentile)
outpatient,1.06,anxiety,72,72.00th,72.00th percentile rank,middle (between 25th and 75th percentile)
outpatient,1.06,anxiety,73.33,73.33rd,73.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,1.07,anxiety,73.33,73.33rd,73.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,1.08,anxiety,73.33,73.33rd,73.33rd percentile rank,middle (between 25th and 75th percentile)
outpatient,1.09,anxiety,74.67,74.67th,74.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,1.1,anxiety,74.67,74.67th,74.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,1.1,anxiety,74.67,74.67th,74.67th percentile rank,middle (between 25th and 75th percentile)
outpatient,1.11,anxiety,76,76.00th,76.00th percentile rank,upper (≥75th percentile)
outpatient,1.12,anxiety,76,76.00th,76.00th percentile rank,upper (≥75th percentile)
outpatient,1.13,anxiety,76,76.00th,76.00th percentile rank,upper (≥75th percentile)
outpatient,1.14,anxiety,77.33,77.33rd,77.33rd percentile rank,upper (≥75th percentile)
outpatient,1.14,anxiety,77.33,77.33rd,77.33rd percentile rank,upper (≥75th percentile)
outpatient,1.14,anxiety,77.33,77.33rd,77.33rd percentile rank,upper (≥75th percentile)
outpatient,1.15,anxiety,80,80.00th,80.00th percentile rank,upper (≥75th percentile)
outpatient,1.15,anxiety,81.33,81.33rd,81.33rd percentile rank,upper (≥75th percentile)
outpatient,1.16,anxiety,81.33,81.33rd,81.33rd percentile rank,upper (≥75th percentile)
outpatient,1.17,anxiety,81.33,81.33rd,81.33rd percentile rank,upper (≥75th percentile)
outpatient,1.18,anxiety,81.33,81.33rd,81.33rd percentile rank,upper (≥75th percentile)
outpatient,1.19,anxiety,81.33,81.33rd,81.33rd percentile rank,upper (≥75th percentile)
outpatient,1.19,anxiety,82.67,82.67th,82.67th percentile rank,upper (≥75th percentile)
outpatient,1.2,anxiety,82.67,82.67th,82.67th percentile rank,upper (≥75th percentile)
outpatient,1.21,anxiety,82.67,82.67th,82.67th percentile rank,upper (≥75th percentile)
outpatient,1.22,anxiety,82.67,82.67th,82.67th percentile rank,upper (≥75th percentile)
outpatient,1.22,anxiety,82.67,82.67th,82.67th percentile rank,upper (≥75th percentile)
outpatient,1.23,anxiety,84,84.00th,84.00th percentile rank,upper (≥75th percentile)
outpatient,1.24,anxiety,84,84.00th,84.00th percentile rank,upper (≥75th percentile)
outpatient,1.25,anxiety,84,84.00th,84.00th percentile rank,upper (≥75th percentile)
outpatient,1.26,anxiety,84,84.00th,84.00th percentile rank,upper (≥75th percentile)
outpatient,1.26,anxiety,84,84.00th,84.00th percentile rank,upper (≥75th percentile)
outpatient,1.27,anxiety,85.33,85.33rd,85.33rd percentile rank,upper (≥75th percentile)
outpatient,1.27,anxiety,86.67,86.67th,86.67th percentile rank,upper (≥75th percentile)
outpatient,1.28,anxiety,86.67,86.67th,86.67th percentile rank,upper (≥75th percentile)
outpatient,1.29,anxiety,86.67,86.67th,86.67th percentile rank,upper (≥75th percentile)
outpatient,1.3,anxiety,86.67,86.67th,86.67th percentile rank,upper (≥75th percentile)
outpatient,1.31,anxiety,86.67,86.67th,86.67th percentile rank,upper (≥75th percentile)
outpatient,1.31,anxiety,88,88.00th,88.00th percentile rank,upper (≥75th percentile)
outpatient,1.32,anxiety,88,88.00th,88.00th percentile rank,upper (≥75th percentile)
outpatient,1.33,anxiety,88,88.00th,88.00th percentile rank,upper (≥75th percentile)
outpatient,1.34,anxiety,88,88.00th,88.00th percentile rank,upper (≥75th percentile)
outpatient,1.35,anxiety,88,88.00th,88.00th percentile rank,upper (≥75th percentile)
outpatient,1.36,anxiety,88,88.00th,88.00th percentile rank,upper (≥75th percentile)
outpatient,1.37,anxiety,88,88.00th,88.00th percentile rank,upper (≥75th percentile)
outpatient,1.38,anxiety,88,88.00th,88.00th percentile rank,upper (≥75th percentile)
outpatient,1.39,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.4,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.41,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.42,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.43,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.44,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.45,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.46,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.47,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.48,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.49,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.5,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.51,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.52,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.53,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.54,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.55,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.56,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.57,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.58,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.59,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.6,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.61,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.62,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.63,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.64,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.65,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.66,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.67,anxiety,89.33,89.33rd,89.33rd percentile rank,upper (≥75th percentile)
outpatient,1.68,anxiety,90.67,90.67th,90.67th percentile rank,upper (≥75th percentile)
outpatient,1.69,anxiety,90.67,90.67th,90.67th percentile rank,upper (≥75th percentile)
outpatient,1.7,anxiety,90.67,90.67th,90.67th percentile rank,upper (≥75th percentile)
outpatient,1.71,anxiety,90.67,90.67th,90.67th percentile rank,upper (≥75th percentile)
outpatient,1.72,anxiety,90.67,90.67th,90.67th percentile rank,upper (≥75th percentile)
outpatient,1.73,anxiety,90.67,90.67th,90.67th percentile rank,upper (≥75th percentile)
outpatient,1.74,anxiety,90.67,90.67th,90.67th percentile rank,upper (≥75th percentile)
outpatient,1.74,anxiety,92,92.00th,92.00th percentile rank,upper (≥75th percentile)
outpatient,1.75,anxiety,92,92.00th,92.00th percentile rank,upper (≥75th percentile)
outpatient,1.76,anxiety,92,92.00th,92.00th percentile rank,upper (≥75th percentile)
outpatient,1.76,anxiety,92,92.00th,92.00th percentile rank,upper (≥75th percentile)
outpatient,1.77,anxiety,93.33,93.33rd,93.33rd percentile rank,upper (≥75th percentile)
outpatient,1.78,anxiety,93.33,93.33rd,93.33rd percentile rank,upper (≥75th percentile)
outpatient,1.79,anxiety,93.33,93.33rd,93.33rd percentile rank,upper (≥75th percentile)
outpatient,1.8,anxiety,93.33,93.33rd,93.33rd percentile rank,upper (≥75th percentile)
outpatient,1.8,anxiety,93.33,93.33rd,93.33rd percentile rank,upper (≥75th percentile)
outpatient,1.81,anxiety,94.67,94.67th,94.67th percentile rank,upper (≥75th percentile)
outpatient,1.82,anxiety,94.67,94.67th,94.67th percentile rank,upper (≥75th percentile)
outpatient,1.83,anxiety,94.67,94.67th,94.67th percentile rank,upper (≥75th percentile)
outpatient,1.84,anxiety,94.67,94.67th,94.67th percentile rank,upper (≥75th percentile)
outpatient,1.84,anxiety,94.67,94.67th,94.67th percentile rank,upper (≥75th percentile)
outpatient,1.85,anxiety,96,96.00th,96.00th percentile rank,upper (≥75th percentile)
outpatient,1.86,anxiety,96,96.00th,96.00th percentile rank,upper (≥75th percentile)
outpatient,1.87,anxiety,96,96.00th,96.00th percentile rank,upper (≥75th percentile)
outpatient,1.88,anxiety,96,96.00th,96.00th percentile rank,upper (≥75th percentile)
outpatient,1.89,anxiety,96,96.00th,96.00th percentile rank,upper (≥75th percentile)
outpatient,1.9,anxiety,96,96.00th,96.00th percentile rank,upper (≥75th percentile)
outpatient,1.91,anxiety,96,96.00th,96.00th percentile rank,upper (≥75th percentile)
outpatient,1.92,anxiety,96,96.00th,96.00th percentile rank,upper (≥75th percentile)
outpatient,1.93,anxiety,96,96.00th,96.00th percentile rank,upper (≥75th percentile)
outpatient,1.94,anxiety,96,96.00th,96.00th percentile rank,upper (≥75th percentile)
outpatient,1.95,anxiety,96,96.00th,96.00th percentile rank,upper (≥75th percentile)
outpatient,1.96,anxiety,96,96.00th,96.00th percentile rank,upper (≥75th percentile)
outpatient,1.97,anxiety,96,96.00th,96.00th percentile rank,upper (≥75th percentile)
outpatient,1.97,anxiety,96,96.00th,96.00th percentile rank,upper (≥75th percentile)
outpatient,1.98,anxiety,97.33,97.33rd,97.33rd percentile rank,upper (≥75th percentile)
outpatient,1.99,anxiety,97.33,97.33rd,97.33rd percentile rank,upper (≥75th percentile)
outpatient,2,anxiety,97.33,97.33rd,97.33rd percentile rank,upper (≥75th percentile)
outpatient,2.01,anxiety,97.33,97.33rd,97.33rd percentile rank,upper (≥75th percentile)
outpatient,2.02,anxiety,97.33,97.33rd,97.33rd percentile rank,upper (≥75th percentile)
outpatient,2.03,anxiety,97.33,97.33rd,97.33rd percentile rank,upper (≥75th percentile)
outpatient,2.03,anxiety,98.67,98.67th,98.67th percentile rank,upper (≥75th percentile)
outpatient,2.04,anxiety,98.67,98.67th,98.67th percentile rank,upper (≥75th percentile)
outpatient,2.05,anxiety,98.67,98.67th,98.67th percentile rank,upper (≥75th percentile)
outpatient,2.06,anxiety,98.67,98.67th,98.67th percentile rank,upper (≥75th percentile)
outpatient,2.07,anxiety,98.67,98.67th,98.67th percentile rank,upper (≥75th percentile)
outpatient,2.08,anxiety,98.67,98.67th,98.67th percentile rank,upper (≥75th percentile)
outpatient,2.09,anxiety,98.67,98.67th,98.67th percentile rank,upper (≥75th percentile)
outpatient,2.1,anxiety,98.67,98.67th,98.67th percentile rank,upper (≥75th percentile)
outpatient,2.1,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.11,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.12,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.13,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.14,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.15,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.16,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.17,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.18,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.19,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.19,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.2,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.21,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.22,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.23,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.24,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.25,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.26,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.27,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.28,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.29,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.3,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.31,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.32,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.33,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.34,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.35,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.36,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.37,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.38,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.39,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.4,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.41,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.42,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.43,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.44,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.45,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.46,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.47,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
outpatient,2.48,anxiety,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
